,index,No._x,Ticker,Company,Sector,Industry,Country,Market Cap_x,P/E_x,Price_x,Change_x,Volume_x,No._y,Market Cap_y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price_y,Change_y,Volume_y,P/E_y,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume_x,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume_y,Rel Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
523,3,524,ASPU,"Aspen Group, Inc.",Consumer Defensive,Education & Training Services,USA,148.74M,-,5.90,4.06%,115439,524,148.74M,-,-13.40%,-20.70%,-16.90%,2.10,2.10,0.00,0.00,55.30%,-13.80%,-14.40%,Sep 14/a,5.90,4.06%,115439,-,40.69,-,2.06,3.03,22.54,-,-53.20%,333.30%,-15.90%,40.00%,51.70%,25.07M,22.84M,6.00%,9.80%,58.80%,-5.41%,3.74%,4.51,189.30K,7.08%,3.69%,-12.33%,3.87%,-49.44%,-46.99%,5.59%,6.51%,1.80,189.30K,0.61,0.70,0.32,6.52%,1.17%,-15.70%,-53.91%,25.53%,55.25,3.15%,0.88%
524,4,525,ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",Industrials,Airports & Air Services,Mexico,5.71B,42.82,192.67,1.84%,21865,525,5.71B,2.14%,4.50%,8.20%,5.40%,1.90,1.90,0.36,0.40,96.70%,34.50%,20.10%,-,192.67,1.84%,21865,42.82,18.26,-,8.52,3.59,15.03,24.20,-63.90%,31.75%,-7.50%,-0.10%,7.00%,30.00M,18.32M,51.50%,0.00%,25.80%,-7.75%,0.72%,5.78,22.72K,1.81%,7.75%,5.62%,11.35%,70.01%,19.28%,3.13%,2.52%,2.80,22.72K,0.96,1.23,5.06,5.45%,8.39%,10.56%,0.04%,76.10%,64.26,2.10%,-0.25%
525,5,526,ASRT,"Assertio Holdings, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,39.48M,-,0.87,-0.10%,199570,526,39.48M,-,-14.00%,-54.10%,-6.40%,1.00,1.00,0.72,0.86,81.90%,-44.80%,-38.00%,Aug 05/a,0.87,-0.10%,199570,-,-,-,0.34,0.42,0.73,-,91.30%,39.40%,26.60%,25.00%,-20.90%,44.71M,43.38M,1.90%,4.07%,19.80%,-11.56%,3.05%,2.51,527.07K,-2.00%,-11.71%,-38.07%,-60.60%,-70.11%,-39.39%,3.15%,4.67%,2.00,527.07K,0.38,1.55,0.04,-5.89%,-16.48%,-57.77%,-85.05%,1.86%,33.46,0.81%,-0.91%
526,6,527,ASRV,"AmeriServ Financial, Inc.",Financial,Banks - Regional,USA,66.29M,11.97,3.89,0.26%,630,527,66.29M,2.57%,0.40%,5.20%,23.00%,-,-,0.21,0.00,-,80.90%,12.00%,-,3.89,0.26%,630,11.97,-,-,1.43,0.60,1.02,10.36,-22.00%,-,-2.50%,-,2.30%,17.07M,15.30M,6.60%,1.40%,43.60%,-0.28%,0.11%,0.88,18.31K,0.00%,2.37%,2.23%,0.52%,35.07%,24.28%,1.59%,2.35%,-,18.31K,0.03,0.93,0.08,0.39%,0.87%,0.47%,-27.15%,46.79%,51.41,0.52%,-0.26%
527,7,528,ASTC,Astrotech Corporation,Industrials,Aerospace & Defense,USA,50.37M,-,1.00,-0.04%,340397,528,50.37M,-,-24.10%,-28.40%,-11.60%,15.50,15.10,0.00,0.04,10.80%,-,-,-,1.00,-0.04%,340397,-,-,-,167.90,0.72,0.80,-,73.60%,-,36.00%,-,-34.00%,43.99M,41.05M,0.50%,0.00%,14.90%,142.82%,2.30%,0.78,1.22M,-2.95%,-6.58%,-13.08%,-17.39%,-43.20%,-43.53%,3.37%,4.35%,-,1.22M,0.28,-1.31,0.04,-1.99%,-4.98%,-35.64%,-83.72%,6.34%,44.01,-0.04%,0.00%
528,8,529,ASTE,"Astec Industries, Inc.",Industrials,Farm & Heavy Construction Machinery,USA,1.17B,47.97,52.72,-2.50%,70322,529,1.17B,0.83%,4.00%,5.40%,5.60%,3.10,1.80,0.00,0.00,23.40%,3.80%,3.40%,Aug 04/b,52.72,-2.50%,70322,47.97,16.87,4.80,1.14,1.82,6.39,18.97,66.20%,63.19%,2.90%,10.00%,0.80%,22.74M,22.42M,1.30%,0.00%,95.30%,0.86%,1.26%,3.64,77.66K,-4.15%,-7.86%,-14.51%,-31.05%,-10.73%,-8.91%,2.97%,2.72%,2.20,77.66K,0.91,1.38,1.57,-4.10%,-9.43%,-18.82%,-34.10%,8.90%,36.08,-2.51%,0.02%
529,9,530,ASTR,"Astra Space, Inc.",Industrials,Aerospace & Defense,USA,2.07B,-,7.83,1.16%,2623093,530,2.07B,-,-56.20%,-65.10%,-,25.30,25.20,0.00,0.01,-,-,-,-,7.83,1.16%,2623093,-,-,-,-,0.88,4.63,-,-,10.00%,-,-,-,46.72M,-,2.10%,0.00%,31.90%,183.42%,-,2.11,4.41M,-7.34%,-15.26%,-44.23%,-26.48%,-,-22.55%,6.37%,5.20%,2.00,4.41M,0.59,-,0.51,-11.43%,-18.12%,-30.90%,-65.15%,6.67%,36.63,-1.39%,2.58%
530,10,531,ASTS,"AST SpaceMobile, Inc.",Communication Services,Telecom Services,USA,1.87B,-,10.06,-3.08%,1062748,531,1.87B,-,-27.40%,-53.30%,-,26.60,26.30,0.00,0.00,45.90%,-,-,Aug 16/a,10.06,-3.08%,1062748,-,-,-,506.70,5.38,4.66,-,-923.60%,-97.00%,-,-,-,51.73M,37.96M,12.30%,0.01%,28.50%,19.89%,13.00%,3.33,1.48M,-4.55%,-15.25%,-24.36%,3.82%,0.00%,-25.92%,4.83%,7.02%,2.00,1.48M,0.72,-,0.75,-10.93%,-7.20%,-13.39%,-60.35%,44.54%,39.96,-2.33%,-0.77%
531,11,532,ASUR,"Asure Software, Inc.",Technology,Software - Application,USA,175.41M,-,9.07,0.78%,24125,532,175.41M,-,-2.00%,-5.90%,-8.30%,1.10,1.10,0.07,0.09,59.50%,-6.80%,-12.10%,Aug 09/a,9.07,0.78%,24125,-,57.77,-,2.53,1.16,8.64,-,62.40%,80.46%,-29.20%,25.00%,19.50%,19.04M,17.12M,0.20%,107.07%,74.40%,-4.21%,2.82%,10.09,47.83K,1.57%,5.71%,8.88%,15.84%,10.74%,27.75%,3.58%,3.69%,2.30,47.83K,0.50,1.18,0.31,5.66%,1.98%,9.08%,-6.97%,39.35%,61.01,1.45%,-0.67%
532,12,533,ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,Taiwan,14.67B,11.42,6.75,-5.46%,4738958,533,14.67B,4.44%,6.00%,15.90%,6.80%,1.30,0.90,0.65,0.83,17.30%,8.50%,6.90%,Jul 29/b,6.75,-5.46%,4738958,11.42,8.39,0.33,0.79,1.69,7.11,5.47,62.80%,12.59%,-,34.20%,-,2.15B,1.59B,-,-,5.50%,-,0.48%,1.87,4.09M,-14.45%,-24.33%,-17.88%,-14.77%,55.89%,15.58%,2.71%,2.13%,1.50,4.09M,1.16,1.13,0.25,-18.27%,-22.51%,-15.39%,-29.83%,60.71%,20.46,-3.57%,-1.96%
533,13,534,ASXC,"Asensus Surgical, Inc.",Healthcare,Medical Devices,USA,409.82M,-,1.73,-2.81%,1794047,534,409.82M,-,-40.00%,-45.20%,-91.40%,20.90,19.40,0.00,0.00,-46.40%,-,-,Aug 05/a,1.73,-2.81%,1794047,-,-,-,80.36,2.06,2.61,-,90.20%,3.80%,35.60%,-,-,233.25M,229.99M,0.50%,-20.09%,28.90%,52.86%,10.87%,5.68,4.40M,-5.46%,-16.02%,-33.20%,-16.02%,339.76%,176.80%,5.08%,6.04%,2.00,4.40M,0.41,1.60,0.12,-7.78%,-17.09%,-35.32%,-75.11%,392.18%,38.23,-2.81%,0.00%
534,14,535,ASYS,"Amtech Systems, Inc.",Technology,Semiconductor Equipment & Materials,USA,155.63M,-,11.18,-0.89%,35842,535,155.63M,-,-1.10%,-1.40%,-4.70%,5.20,3.90,0.05,0.06,39.90%,1.70%,-1.60%,Aug 04/a,11.18,-0.89%,35842,-,16.64,-,2.05,1.90,4.21,-,-225.30%,328.03%,15.70%,20.00%,-9.00%,14.18M,13.92M,2.40%,-7.39%,72.40%,-5.44%,0.95%,1.60,82.35K,-4.44%,4.68%,19.83%,-3.70%,96.14%,75.24%,3.45%,4.93%,2.00,82.35K,0.44,1.40,0.50,-4.40%,4.54%,13.75%,-21.49%,122.27%,48.99,-0.18%,-0.71%
535,15,536,ASZ,Austerlitz Acquisition Corporation II,Financial,Shell Companies,USA,1.35B,-,9.78,0.20%,304320,536,1.35B,-,-,-,-,-,-,-,-,-,-,-,-,9.78,0.20%,304320,-,-,-,-,-,-,-,-,-,-,-,-,138.00M,-,-,-,0.04%,-,-,0.38,334.02K,0.10%,0.41%,0.20%,-,-,-1.21%,0.29%,0.30%,-,334.02K,0.91,-,0.03,0.26%,0.59%,0.13%,-3.55%,1.56%,59.74,0.10%,0.10%
536,16,537,ATAI,Atai Life Sciences N.V.,Healthcare,Biotechnology,Germany,-,-,12.55,-4.71%,359997,537,-,-,-,-,-,-,-,-,-,-,-,-,Aug 16/b,12.55,-4.71%,359997,-,-,-,-,-,-,-,-,-12.20%,-,-,-,-,107.78M,9.67%,-,19.00%,-,1.59%,5.25,327.17K,-9.45%,-26.05%,-33.95%,-,-,-35.48%,5.82%,5.21%,1.70,327.17K,1.10,-,0.79,-17.01%,-18.72%,-23.14%,-45.22%,-2.33%,28.78,-4.85%,0.15%
537,17,538,ATAX,"America First Multifamily Investors, L.P.",Financial,Mortgage Finance,USA,365.22M,31.23,6.09,-1.14%,66574,538,365.22M,7.22%,1.00%,3.40%,0.50%,-,-,2.24,2.25,64.00%,29.20%,20.40%,Aug 05/a,6.09,-1.14%,66574,31.23,11.94,-,6.29,1.07,7.01,-,-83.10%,8.51%,-23.80%,-,-3.00%,60.58M,55.82M,0.40%,1.49%,11.60%,-5.42%,0.55%,1.70,179.97K,0.66%,-9.10%,-12.88%,7.41%,47.10%,43.29%,2.04%,3.03%,2.00,179.97K,0.37,0.65,0.19,-5.30%,-6.70%,4.48%,-14.35%,66.85%,38.24,-1.14%,0.00%
538,18,539,ATC,Atotech Limited,Technology,Electronic Components,United Kingdom,4.63B,-,23.72,-0.79%,225376,539,4.63B,-,-2.60%,-15.20%,-6.50%,1.80,1.40,1.84,1.87,52.90%,17.10%,-6.30%,Aug 11/b,23.72,-0.79%,225376,-,27.52,-,3.26,5.24,18.36,-,-278.40%,121.59%,-,-,-,194.68M,190.62M,2.09%,0.00%,96.90%,1.35%,0.49%,1.18,796.50K,-1.50%,-1.08%,-4.05%,5.80%,-,23.22%,0.83%,0.96%,2.80,796.50K,0.28,-,0.24,-1.26%,-0.45%,3.39%,-11.06%,39.53%,42.36,-0.55%,-0.25%
539,19,540,ATCO,Atlas Corp.,Financial,Asset Management,United Kingdom,3.55B,24.95,14.42,-1.10%,293137,540,3.55B,3.47%,1.60%,4.20%,5.50%,1.00,0.90,1.25,1.36,79.70%,30.20%,10.10%,Aug 09/a,14.42,-1.10%,293137,24.95,9.63,1.19,2.34,0.96,5.88,40.11,-70.10%,13.06%,-19.20%,21.00%,11.70%,246.30M,182.00M,25.33%,0.00%,57.80%,1.11%,3.52%,8.40,763.93K,-5.38%,-7.56%,4.12%,2.63%,55.89%,33.03%,3.58%,2.81%,2.30,763.93K,0.38,1.07,0.43,-6.24%,-1.79%,6.13%,-12.55%,70.45%,39.49,-0.89%,-0.21%
540,0,541,ATCX,"Atlas Technical Consultants, Inc.",Industrials,Engineering & Construction,USA,365.36M,-,9.95,0.71%,76118,541,365.36M,-,-4.50%,26.90%,-1.30%,2.80,2.80,-,-,47.90%,4.20%,-3.40%,Aug 16/a,9.95,0.71%,76118,-,16.78,-,0.73,-,30.96,13.33,96.40%,486.70%,-,-,-,30.63M,27.48M,1.90%,-42.16%,33.10%,5.49%,1.46%,1.31,306.46K,-2.83%,-1.68%,4.63%,-3.40%,10.80%,41.54%,3.09%,4.16%,1.70,306.46K,0.25,-,0.42,1.05%,-6.76%,-0.60%,-35.39%,101.01%,48.14,1.32%,-0.61%
541,1,542,ATEC,"Alphatec Holdings, Inc.",Healthcare,Medical Devices,USA,1.16B,-,11.93,-3.48%,822828,542,1.16B,-,-32.80%,-70.00%,-38.70%,1.90,1.10,0.26,0.31,69.70%,-47.40%,-54.10%,Aug 03/a,11.93,-3.48%,822828,-,-,-,6.04,5.50,15.10,-,-8.20%,32.10%,43.60%,12.00%,1.50%,98.54M,65.46M,10.90%,0.27%,49.10%,-1.63%,8.65%,5.56,1.02M,-5.24%,-17.44%,-24.45%,-30.23%,26.65%,-17.84%,4.70%,4.52%,1.70,1.02M,0.81,1.80,0.64,-10.48%,-12.11%,-20.09%,-38.38%,48.20%,35.82,-3.56%,0.08%
542,2,543,ATEN,"A10 Networks, Inc.",Technology,Software - Infrastructure,USA,1.01B,45.10,13.35,-1.55%,235580,543,1.01B,-,8.10%,19.40%,14.10%,2.40,2.20,0.00,0.00,77.40%,10.80%,10.10%,Jul 27/a,13.35,-1.55%,235580,45.10,19.75,2.26,4.34,8.24,6.07,21.26,195.10%,25.65%,18.50%,20.00%,2.80%,76.77M,63.12M,1.90%,-2.53%,87.20%,-0.36%,3.30%,3.65,571.17K,-2.27%,-2.27%,17.72%,49.33%,91.54%,35.40%,2.73%,3.43%,1.70,571.17K,0.41,0.93,0.46,-4.20%,-2.05%,22.80%,-11.12%,101.05%,45.41,-1.48%,-0.07%
543,3,544,ATER,"Aterian, Inc.",Technology,Consumer Electronics,USA,332.63M,-,7.75,-6.74%,9146858,544,332.63M,-,-75.30%,-242.10%,-33.50%,1.00,0.60,0.00,0.47,48.80%,-34.20%,-75.70%,Aug 09/b,7.75,-6.74%,9146858,-,-,-,1.54,1.30,5.37,-,-10.70%,60.10%,-,-,-,29.55M,19.57M,5.10%,124.12%,26.70%,59.41%,38.40%,0.32,23.24M,-26.12%,-23.87%,-39.97%,-72.38%,-13.21%,-54.97%,12.50%,21.65%,1.80,23.24M,0.39,-,2.16,-32.77%,-6.27%,-60.69%,-84.18%,154.93%,43.14,-6.85%,0.12%
544,4,545,ATEX,Anterix Inc.,Communication Services,Telecom Services,USA,1.05B,-,59.83,-3.56%,44942,545,1.05B,-,-20.70%,-23.60%,-25.90%,15.20,15.20,0.00,0.00,-24.90%,-,-,Aug 11/a,59.83,-3.56%,44942,-,-,-,1308.78,5.07,9.79,-,-36.40%,28.90%,-15.20%,-,-23.60%,17.74M,16.93M,2.60%,-26.99%,93.10%,-1.80%,4.44%,9.18,81.87K,-4.79%,-1.53%,0.47%,28.97%,71.04%,59.12%,2.66%,3.91%,2.20,81.87K,0.55,0.43,2.15,0.70%,1.72%,19.60%,-7.89%,119.44%,49.92,-3.66%,0.10%
545,5,546,ATFV,Alger ETF Trust - Alger 25 ETF,Financial,Exchange Traded Fund,USA,-,-,21.09,-0.64%,14,546,-,-,-,-,-,-,-,-,-,-,-,-,-,21.09,-0.64%,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.89K,-0.32%,-5.19%,-2.75%,-,-,7.74%,2.22%,1.33%,-,3.89K,0.00,-,0.38,-2.68%,-2.49%,0.79%,-8.64%,15.36%,44.17,-4.89%,4.47%
546,6,547,ATGE,Adtalem Global Education Inc.,Consumer Defensive,Education & Training Services,USA,1.89B,19.19,37.76,-1.10%,360008,547,1.89B,-,2.90%,5.90%,5.70%,3.70,3.70,0.82,0.82,56.00%,14.50%,6.90%,Aug 19/a,37.76,-1.10%,360008,19.19,7.39,1.28,1.70,1.45,-,13.15,-56.50%,25.01%,111.10%,15.00%,-9.60%,49.89M,48.41M,1.70%,-30.33%,-,1.48%,4.18%,7.34,275.67K,0.59%,-1.26%,-0.45%,-4.09%,40.27%,11.22%,2.50%,2.50%,2.00,275.67K,1.31,1.13,0.96,-1.63%,0.88%,0.10%,-13.89%,62.62%,47.79,-0.84%,-0.26%
547,7,548,ATH,Athene Holding Ltd.,Financial,Insurance - Diversified,Bermuda,13.97B,4.15,73.60,2.64%,1150328,548,13.97B,-,1.80%,20.30%,9.50%,-,-,0.12,0.00,-,20.80%,16.30%,Aug 05/b,73.60,2.64%,1150328,4.15,8.01,0.45,0.62,0.70,1.73,2.66,-32.30%,-29.32%,22.50%,9.30%,39.50%,191.50M,184.75M,0.10%,-86.03%,88.20%,0.56%,3.24%,7.02,851.51K,5.69%,7.18%,9.65%,44.88%,96.84%,70.61%,4.53%,3.21%,2.80,851.51K,1.35,1.61,2.23,6.81%,9.65%,27.76%,1.18%,144.93%,63.27,2.39%,0.24%
548,8,549,ATHA,"Athira Pharma, Inc.",Healthcare,Biotechnology,USA,342.43M,-,9.30,-2.11%,233503,549,342.43M,-,-12.20%,-12.50%,-,38.10,38.10,0.00,0.00,-,-,-,-,9.30,-2.11%,233503,-,-,-,-,0.99,1.20,-,-266.80%,-37.50%,-,-,-,37.22M,35.52M,1.20%,0.00%,66.60%,-5.95%,3.81%,3.19,423.66K,-2.11%,-16.14%,-11.43%,-44.64%,-45.29%,-72.85%,3.85%,4.08%,1.50,423.66K,0.55,-,0.40,-5.16%,-7.28%,-44.85%,-73.27%,4.73%,39.94,-1.69%,-0.42%
549,9,550,ATHE,Alterity Therapeutics Limited,Healthcare,Biotechnology,Australia,49.83M,-,1.27,0.00%,103795,550,49.83M,-,-64.20%,-73.60%,-,10.90,10.90,0.00,0.00,-,-,-,-,1.27,0.00%,103795,-,-,-,1770.14,1.98,-,-,40.00%,-,9.00%,-,-,34.51M,20.81M,18.70%,0.00%,2.50%,-10.74%,4.09%,0.38,2.25M,-3.79%,-6.62%,-18.06%,-0.78%,-37.13%,-5.22%,2.69%,3.85%,-,2.25M,0.05,1.64,0.05,-1.44%,-4.58%,-13.54%,-64.53%,16.51%,45.26,0.00%,0.00%
550,10,551,ATHM,Autohome Inc.,Communication Services,Internet Content & Information,China,6.21B,11.77,50.65,3.75%,837924,551,6.21B,1.72%,13.90%,17.60%,13.90%,6.90,6.90,0.00,0.00,88.10%,29.80%,39.30%,Aug 25/b,50.65,3.75%,837924,11.77,1.68,0.91,4.67,1.87,2.17,8.99,6.10%,10.16%,27.10%,12.91%,20.10%,126.07M,126.07M,-,-,57.30%,-3.44%,2.03%,2.88,889.65K,7.24%,9.99%,-17.48%,-45.08%,-49.24%,-49.16%,4.10%,4.13%,2.70,889.65K,0.94,0.42,2.05,14.97%,17.59%,-36.24%,-65.70%,42.08%,68.17,3.71%,0.04%
551,11,552,ATHX,"Athersys, Inc.",Healthcare,Biotechnology,USA,289.76M,-,1.30,-1.52%,504246,552,289.76M,-,-136.90%,-258.40%,-,2.10,2.10,0.00,0.00,-,-,-,Aug 09/a,1.30,-1.52%,504246,-,-,-,206.97,9.29,5.11,-,-43.00%,87.20%,-16.00%,-,-34.50%,222.44M,207.05M,0.80%,-6.52%,23.00%,-15.05%,6.25%,9.80,1.32M,-3.70%,-17.72%,-12.75%,-25.29%,-32.64%,-25.71%,2.88%,3.61%,1.70,1.32M,0.38,-1.53,0.06,-7.51%,-14.43%,-25.12%,-57.10%,0.00%,33.10,-0.76%,-0.76%
552,12,553,ATI,Allegheny Technologies Incorporated,Industrials,Metal Fabrication,USA,2.07B,-,16.95,-0.18%,784830,553,2.07B,-,-28.70%,-153.00%,-67.20%,3.30,1.60,3.39,3.43,8.30%,-42.00%,-47.90%,Oct 28/b,16.95,-0.18%,784830,-,27.70,-,0.81,4.56,4.39,-,-773.50%,581.20%,-28.70%,-4.50%,-4.30%,127.10M,126.34M,0.40%,-2.00%,-,3.93%,11.34%,10.83,1.32M,-2.08%,-3.42%,-23.20%,-22.85%,73.31%,1.07%,3.21%,3.87%,2.20,1.32M,0.59,1.80,0.65,-0.17%,-6.14%,-16.27%,-32.29%,105.70%,45.73,0.12%,-0.29%
553,13,554,ATIF,ATIF Holdings Limited,Financial,Capital Markets,USA,40.92M,-,4.15,-1.66%,120755,554,40.92M,-,-95.00%,-166.50%,-99.10%,4.20,-,0.00,0.00,78.60%,-,-,-,4.15,-1.66%,120755,-,-,-,37.20,5.00,7.31,-,-,-,-,-,-,9.80M,1.90M,70.68%,0.00%,1.40%,64.26%,20.44%,0.54,722.00K,-0.72%,-10.17%,-7.39%,-30.83%,-29.66%,-10.75%,10.24%,11.38%,-,722.00K,0.17,-,0.45,2.98%,9.35%,-17.65%,-64.53%,97.15%,52.32,-3.26%,1.66%
554,14,555,ATIP,"ATI Physical Therapy, Inc.",Healthcare,Medical Care Facilities,USA,723.54M,-,3.67,0.82%,442047,555,723.54M,-,-61.60%,-109.90%,-,1.40,1.40,0.67,0.68,20.50%,-,-,Jul 26/b,3.67,0.82%,442047,-,122.33,-,2.31,0.63,7.99,-,-,157.10%,-,12.00%,-,139.55M,-,8.20%,0.00%,85.40%,350.61%,-,1.10,2.30M,-3.17%,-8.93%,-58.39%,-63.77%,-62.93%,-65.80%,4.53%,5.66%,2.80,2.30M,0.19,-,0.21,-0.19%,-7.13%,-57.11%,-71.88%,30.60%,43.80,0.82%,0.00%
555,15,556,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,3.93B,9.65,87.55,-3.61%,220538,556,3.93B,-,-,-,16.00%,3.10,2.50,1.15,1.16,36.90%,-,-,Aug 03/b,87.55,-3.61%,220538,9.65,12.29,0.40,1.58,6.03,9.90,-,9.50%,-42.72%,110.20%,24.08%,0.40%,46.60M,45.67M,0.60%,-21.55%,97.70%,-2.65%,2.29%,2.42,433.31K,-1.93%,-0.05%,25.84%,20.71%,261.33%,112.97%,3.49%,4.43%,2.20,433.31K,0.51,2.50,3.93,-2.90%,-1.51%,20.40%,-14.58%,328.75%,46.90,-3.15%,-0.47%
556,16,557,ATLC,Atlanticus Holdings Corporation,Financial,Credit Services,USA,874.77M,8.64,54.30,-3.77%,51128,557,874.77M,-,10.50%,108.60%,9.50%,-,-,4.50,4.50,74.10%,38.90%,27.80%,-,54.30,-3.77%,51128,8.64,6.10,0.43,1.91,3.79,3.29,3.45,138.40%,21.21%,100.30%,20.00%,29.70%,15.18M,7.02M,6.20%,-10.13%,16.10%,-9.30%,1.98%,2.07,66.92K,-0.35%,-1.16%,23.44%,94.00%,296.06%,120.46%,4.67%,4.94%,2.00,66.92K,0.76,1.15,2.96,3.52%,5.11%,45.48%,-17.24%,384.82%,53.59,-4.62%,0.89%
557,17,558,ATLCP,Atlanticus Holdings Corporation,Financial,Credit Services,USA,-,-,24.85,-0.16%,13783,558,-,8.01%,-,-,-,-,-,-,-,-,-,-,-,24.85,-0.16%,13783,-,-,-,-,-,-,-,-,-,-,-,-,-,5.54M,-,-,0.71%,-,0.07%,0.12,31.99K,0.40%,-0.36%,0.61%,-,-,0.53%,0.46%,0.61%,-,31.99K,0.43,-,0.17,0.20%,-0.20%,0.27%,-2.43%,2.14%,50.63,-0.16%,0.00%
558,18,559,ATLO,Ames National Corporation,Financial,Banks - Regional,USA,217.17M,9.52,23.76,0.72%,24314,559,217.17M,4.38%,1.10%,11.00%,21.40%,-,-,0.00,0.00,-,88.20%,36.80%,-,23.76,0.72%,24314,9.52,-,-,3.51,1.03,1.28,11.61,10.70%,-,5.00%,-,7.80%,9.12M,8.98M,0.80%,22.75%,22.60%,-16.12%,0.44%,2.12,18.76K,2.63%,2.33%,0.34%,-6.64%,26.92%,-1.08%,1.67%,1.44%,-,18.76K,1.30,0.74,0.36,2.20%,1.18%,-2.50%,-14.84%,33.93%,62.10,0.17%,0.55%
559,19,560,ATMP,Barclays ETN+ Select MLP ETN,Financial,Exchange Traded Fund,USA,-,-,16.52,1.38%,35245,560,-,5.33%,-,-,-,-,-,-,-,-,-,-,-,16.52,1.38%,35245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.22K,3.25%,7.90%,0.55%,19.32%,67.72%,41.45%,1.61%,1.34%,-,18.22K,1.93,-,0.30,5.58%,6.91%,12.33%,-5.55%,78.59%,64.00,1.66%,-0.28%
560,0,561,ATMR,Altimar Acquisition Corp. II,Financial,Shell Companies,USA,424.81M,-,9.90,0.00%,22945,561,424.81M,-,-,-,-,5.30,5.30,0.00,0.00,-,-,-,-,9.90,0.00%,22945,-,-,-,-,1.37,283.21,-,-,-,-,-,-,43.12M,34.33M,-,-,51.70%,156.66%,0.34%,0.63,184.31K,0.00%,0.41%,1.54%,-0.40%,-,0.00%,0.33%,0.43%,-,184.31K,0.12,-,0.04,0.24%,0.51%,0.79%,-5.26%,2.91%,56.19,0.30%,-0.30%
561,1,562,ATNF,180 Life Sciences Corp.,Healthcare,Biotechnology,USA,183.38M,-,5.44,-3.89%,336310,562,183.38M,-,-100.60%,-304.40%,-,0.10,0.10,0.04,0.59,-,-,-,-,5.44,-3.89%,336310,-,-,-,-,60.44,101.88,-,-,-,-,-,-,33.71M,22.77M,11.20%,0.00%,7.00%,34.86%,9.74%,3.15,704.14K,0.37%,-9.03%,-49.68%,-54.59%,-50.23%,99.27%,5.16%,7.92%,-,704.14K,0.48,-0.42,0.47,-4.75%,-13.54%,-21.04%,-58.30%,186.32%,44.42,-5.06%,1.24%
562,2,563,ATNI,"ATN International, Inc.",Communication Services,Telecom Services,USA,751.96M,-,46.59,-0.81%,16148,563,751.96M,1.46%,-1.20%,-2.00%,1.20%,1.50,1.40,0.13,0.14,63.80%,0.20%,-2.70%,Jul 28/a,46.59,-0.81%,16148,-,-,-,1.55,1.15,-,-,-31.20%,-406.50%,-23.80%,20.00%,5.10%,15.91M,10.95M,26.80%,-0.01%,67.30%,-1.79%,1.57%,5.21,33.07K,1.17%,-0.53%,2.08%,-3.82%,-7.52%,11.57%,2.70%,2.81%,1.70,33.07K,0.49,0.22,1.36,-0.13%,2.00%,-0.09%,-11.51%,13.66%,50.96,-1.10%,0.30%
563,3,564,ATNM,"Actinium Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,176.46M,-,8.01,2.04%,240287,564,176.46M,-,-32.20%,-34.50%,-,21.50,21.50,0.00,0.00,-,-,-,-,8.01,2.04%,240287,-,-,-,196.07,2.01,2.15,-,58.40%,-32.40%,35.60%,-,-,20.23M,19.85M,1.53%,0.00%,16.50%,32.37%,4.14%,3.49,235.28K,-6.64%,30.88%,10.64%,3.22%,-21.08%,2.69%,5.98%,8.45%,1.70,235.28K,1.02,0.72,0.56,0.57%,14.23%,2.23%,-39.24%,40.53%,52.59,1.91%,0.13%
564,4,565,ATNX,"Athenex, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,313.32M,-,2.80,-1.75%,901945,565,313.32M,-,-37.50%,-77.80%,-42.00%,3.40,2.90,0.78,0.81,34.40%,-,-,Aug 05/b,2.80,-1.75%,901945,-,-,-,2.61,1.56,2.41,-,-2.80%,24.40%,-13.40%,-,59.60%,103.37M,81.10M,5.70%,0.93%,55.20%,11.34%,10.23%,6.60,1.26M,-4.76%,-19.77%,-30.69%,-30.35%,-78.56%,-74.68%,4.59%,5.88%,2.40,1.26M,0.72,0.66,0.18,-11.96%,-17.81%,-53.26%,-81.33%,0.36%,32.91,-0.71%,-1.05%
